id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
TZL6H,D0RU,Bedroom,4,5,Yes,A person in drinking water to swallow medicine and then washing a mirror in the hallway.,cloth;glass;medicine;mirror;water,The person put some medicine in their mouth and then drank some water out of a bottle. Then the person wiped the mirror.;Person takes medicine off the table takes it with a glass of water pick a piece of clothing up wipe the mirror.,c106 6.00 21.90;c095 24.00 32.00;c000 22.30 27.90;c129 0.00 8.00,30.75
6U8AV,0KZ7,Laundry room,7,7,Yes,Two people are in the laundry room sitting on the ground. They are both laughing while holding a towel to the light.,clothes;floor;light;towel,"Two people are sitting on the floor and holding a towel above their heads, laughing.",c033 0.00 31.00;c149 0.00 31.00;c152 0.00 31.00;c125 0.00 31.00,30.21
KAFV7,R1OT,Basement (A room below the ground floor),5,7,Yes,A person takes out their phone and takes a picture of something. The person puts their phone away and lies down on the sofa.,bed;phone;picture;sofa;table,A person takes a picture with their phone then lays on a sofa.,c015 0.00 28.00;c122 26.80 31.00;c087 10.90 15.20;c017 23.10 28.40;c134 26.50 31.00;c151 25.50 31.00;c016 0.00 26.90;c009 23.10 28.30,29.96
6UMSJ,HR43,Kitchen,6,7,Yes,A person is cooking on the stove and pouring something into a pot on the stove while talking on their phone.,bag;food;pan;phone;pot;stove,"A person is standing in front of a stove, takes food out of a bag, and pours it in to a pan. Afterwards, the man receives a phone call and answers it.;A person picks up a bag of food, reads the label and dumps the food into a pot on the stove.  The person then puts the bag down and answers a phone.",c015 0.00 39.00;c061 0.00 36.90;c063 0.00 6.20;c019 0.00 31.30;c147 8.00 39.00;c021 0.00 4.10;c062 3.40 24.90;c018 9.00 13.70,38.46
3O474,PKND,Closet / Walk-in closet / Spear closet,6,5,Yes,"A person is undressing in their wardrobe closet. Another person is standing in the doorway, fixing their gaze on that person.",closet;clothes;doorway;shirt;wardrobe,A person opens a wardrobe and undresses from their clothes while another person stands near the doorway.;A person is opening a wardrobe. Another person is watching a person take off a shirt.,c155 9.20 19.60;c155 14.70 22.50;c113 7.90 32.00;c152 0.70 5.80,31.46
GK15U,YMXV,Recreation room / Man cave,6,6,Yes,"A person sits on the sofa, eating a bag of chips and looking at pictures on their camera.",bag;camera;food;picture;sofa,"a person sits on the coach, surrounded by pillows while eating and playing on their phone",c123 0.70 6.90;c156 27.90 33.00;c018 29.90 33.00;c016 29.90 33.00;c015 29.90 33.00,31.79
FQ6OB,3H6W,Living room,5,7,Yes,A person is sleeping on a couch under a blanket and surrounded by homework. The person awakens and then sneezes.,blanket;book;couch;paper;pillow;sofa,A person is sleeping on a couch holding a book. The stretch one arm up over their head as they roll to put the book down on the floor and then sneeze several times. After they sneeze they throw off their blanket and get up from the couch.;Person is laying down on a couch with a book in his hand then begins sneezing and gets up from the couch.,c070 23.70 31.80;c072 0.00 31.20;c116 17.00 25.00;c122 0.00 23.70;c153 18.30 25.30;c071 24.80 30.10;c115 0.00 23.70;c146 13.90 33.00;c154 26.10 31.80;c026 0.00 23.10;c028 17.80 23.30,31.67
XDT45,ID9V,Recreation room / Man cave,7,7,Yes,A person awakens and gets out of bed. They begin tidying the bed then leave out the door.,bed;blanket;door,"A person is sleeping on a bed. The person wakes up and gets out of the bed, tidying up the bed afterwards. The person walks out of the room, only to return a moment later.",c134 0.00 9.20;c135 4.70 12.50;c133 0.00 12.40;c146 0.00 11.70;c154 9.40 34.00;c075 12.70 26.80,33.46
1KDFH,4I2W,Dining room,6,6,Yes,"A person is sneezing while getting groceries off a shelf.  Then a person is standing taking shoes off of their feet, using only their other foot.",bag;closet/cabinet;groceries;shelf;shoe,One person is taking off shoes; another is removing groceries from a shelf.,c153 13.90 23.40;c057 2.30 11.00;c113 6.80 14.40;c112 21.00 28.70;c023 12.50 23.80,32
2OK9A,6RE8,Kitchen,5,1,No,"A person stands in the pantry, wiping their hands on their clothes. The person picks up a blanket from the floor, and snuggles it.",blanket;door;towel,"a person hangs up a towel then puts a blanket over themselves and walks into doorway;This person is drying his hands off in the kitchen,, then folds a blanket.",c073 8.80 14.30;c034 3.30 11.00;c037 2.30 10.20;c072 15.50 31.00;c033 1.60 8.20;c070 9.20 31.00,30.33
8NW4J,YA10,Bedroom,7,7,Yes,"A person is snuggling with a pillow and blanket, then putting away dirty clothes in a bedroom.",basket;bed;blanket;clothes;doorway;hamper;pillow;towel,"A person is lying on a bed holding a pillow.  They get up, pick up some clothes and put them in a hamper. They pick up the hamper and leave.;Person is lying in bed and removes the blanket and places it on the end of the bed.  Person then gathers clothes into a basket and walks away.",c077 0.00 5.40;c001 10.50 16.60;c003 10.50 16.60;c133 0.00 5.60;c076 0.00 3.10;c078 0.00 3.90;c002 7.80 25.90;c154 20.20 26.00;c134 0.00 3.70;c036 20.20 25.40;c097 28.50 32.00;c072 0.00 2.90;c000 8.10 32.00;c070 1.70 8.50;c071 3.60 8.50,31
1ZB73,6RE8,Home Office / Study (A room in a house used for work),6,7,Yes,A person is laughing at a picture hanging on the wall of the garage. The person sits at a table and begins playing a game on their laptop.,chair;desk;lap top computers;laptop;picture;table;tv,"A young person watching TV and laughing at something and then getting up and walking over to a lap top computer and working on it.;A person is sitting at a table, pointing at a picture and laughing. The person gets up and moves to another chair at the table to work on a laptop.",c085 0.00 8.30;c052 8.50 31.00;c151 5.20 12.80;c011 9.10 31.00;c149 0.00 8.90;c154 3.60 8.60;c059 9.00 31.00;c014 0.00 7.50,30.5
901GH,YMXV,Home Office / Study (A room in a house used for work),4,7,Yes,Opening the window in the hallway while holding a towel the person begins sneezing.,cabinet;door;towel;window,"The person is holding a towel. The person opens doors and wipes their face with a towel. The person then sneezed into the towel.;The person opens two doors on a wall cabinet, and repeatedly mops at thier face with a beige towel",c090 0.00 10.50;c033 0.00 32.00;c153 8.20 13.50;c113 0.30 6.30,30.88
Z1ZUI,UO0Z,Bedroom,6,7,Yes,"A person is lying on a on the ground, relaxing with their head on a pillow. They stand up to grab a blanket, sneezing loudly in the process.",blacnket;blanket;floor;head;pillow;sofa,Person lying on the floor on a pillow get up and picks up a blanket from the sofa then puts it back down.;A person is lying down with their head on a pillow.  The person stands up and picks up some blankets and pillows.,c070 10.50 17.80;c071 13.80 18.00;c154 5.50 12.00;c124 0.00 9.80;c146 4.30 9.80;c073 9.60 14.90;c074 14.10 18.00,16.83
B5X50,WG9D,Dining room,7,6,Yes,"A person is sitting at the table grasping a sandwich.  The person eats a bite of the sandwich, then puts it down on their plate.  The person grabs a towel and wipes their mouth with it.",food;plate;sandwich;table;towel,"A person sits at a table and eats a sandwich on a plate, then wipes their mouth with a towel.",c065 0.00 6.20;c067 0.00 6.00;c033 2.00 7.00;c038 2.60 7.00;c156 0.00 6.70;c011 0.00 7.00;c062 1.50 6.00;c035 1.90 6.90;c068 1.70 6.20;c069 0.00 3.00;c061 0.00 4.90,5.79
UK5AT,5LWB,Kitchen,6,7,Yes,A person is looking at themselves in a mirror when they receive a call on their phone. The person answers and smiles while talking for a few seconds before having to pause and sneeze. They resume the conversation and soon hang up.,hair;mirror;phone,"A person is looking in a mirror. They then take their phone out of their pocket and talk on the phone while smiling. They sneeze, then talk on the phone.",c015 4.60 38.00;c096 0.00 7.90;c152 8.30 19.00;c153 23.30 30.80;c144 0.00 7.50;c094 8.40 20.50;c019 8.10 25.10,36.58
ZBIUK,5LWB,Stairs,3,4,Yes,A person smiles as they watch something out of a window at the top of the stairs. The person gently taps on the glass.,cup;dish;glass;something,A person is holding a cup of coffee at the top of stairs. They then leave.,c107 2.20 29.60;c118 7.80 30.00,28.88
NGMK1,H8N1,Living room,5,7,Yes,"A person is standing in the living room, holding a glass of water. The person takes a drink and then sets the glass down on a shelf.",cup;glass;shelf;television;tv;water,Person walks into the room drinks from a glass put the glass on top of the television and leave the room.;a person drinks out of a red cup then places it on top of the tv,c106 3.00 10.00;c154 2.00 16.00;c109 9.40 15.80,20.21
7UP0Q,HJJ4,Stairs,6,7,Yes,A half awake person carrying a pillow and a handheld vacuum stumbles down the stairs while struggling to put on a hoodie in preparation for leaving their home.,broom;clothes;jacket;pillow;shirt;stairs;vacuum,"A person walks down the stairs holding a pillow, broom and a shirt. When they get to the bottom of the stairs they struggle as they put on the shirt.;A person carrying a pillow, jacket, and broom is walking down the stairs while another person is in the kitchen. After reaching the bottom of the stairs, the person puts the jacket on.",c137 0.00 24.00;c001 8.80 23.40;c148 9.00 24.00;c076 3.20 24.00;c000 2.70 24.00;c098 2.30 24.00,22.88
VIDIE,P6LJ,Recreation room / Man cave,7,5,Yes,"A person is holding a pair of shoes and a camera. The person sets the camera down on the desk, and throws the pair of shoes into the corner.",camera;corner;desk;phone;shoe;table,"The person turned on the camera, picked up shoes, and toss them in the corner.",c053 2.00 22.00;c054 18.00 25.90;c058 18.00 25.90;c016 24.80 29.00;c012 13.30 20.20;c154 1.80 7.00;c017 0.00 29.00,27.75
Z6OEM,ID9V,Bedroom,4,6,Yes,A person is dressing in front of a wardrobe while laughing on a phone.,closet;clothes;jacket;phone;shirt,A person talking on a phone opens up a closet door and then puts on a jacket. The person then continues talking on the phone.;A person is opening a closet while talking on a phone. A person then puts on a shirt. A person then grabs clothes from the floor.,c015 0.00 25.00;c149 5.80 25.00;c019 2.90 25.00;c148 6.00 20.30;c113 0.00 6.10;c002 2.80 12.10,23.96
CJP4R,ZSRZ,Kitchen,7,7,Yes,A person throws some food into a pan and begins cooking it on the stove. The person takes out a camera and takes a picture.,camera;food;phone;picture;spoon;stove,A person throwing stuff in a pot on a stove.the person stirs the pot picks up a camera and takes a picture of the pot .,c015 6.80 16.00;c018 6.00 11.20;c147 0.00 9.40;c017 11.20 16.00;c061 0.00 3.40;c064 0.00 5.40;c087 6.60 15.60;c063 0.00 3.00;c062 0.00 3.50,14.75
WAOE7,HR43,Kitchen,6,5,Yes,Person walking towards sandwich then starts putting it on glass plate and starts laughing.,dish;food;laptop;sandwich,A person is eating food while looking at a laptop.;A person makes a sandwich and puts it on a dish and then laughs while looking at a laptop.,c068 6.70 11.00;c061 0.50 10.90;c069 0.00 6.90;c062 4.30 11.50;c064 6.40 13.30;c063 0.00 4.90;c051 13.60 24.30,23.71
0N8OZ,9Y7F,Kitchen,4,6,Yes,A person is smiling in a chair.  Another person is eating chips and doing homework on the sofa.,calculator;chair;food;homework;men;paper;table,two people sit at a table. One is eating and one is reading.  The one who is eating is also using a calculator.;two men sitting at a table and one using a calculator.,c059 0.00 32.00;c115 0.00 31.30;c156 0.00 32.00;c011 0.00 32.00;c062 3.70 9.10;c063 3.70 9.10;c145 0.00 32.00;c014 0.00 32.00,30.79
E0U3R,KL48,Bedroom,6,7,Yes,A person tidying up the bedroom walks to the television and turns it off before sitting in a chair next to the door.,bed;blanket;chair;clothes;television;towel,"A person is folding some clothes.  The person then puts the clothes on the bed, turns off the television, and sits in a chair.;Person tidying up the bedroom by folding clothes and making bed.",c059 17.00 22.50;c151 16.40 21.80;c001 8.10 15.20;c004 5.60 13.10;c003 3.60 9.00;c075 4.90 15.30;c037 0.00 7.20;c132 12.20 22.00;c034 0.00 7.20,21.62
CVTII,CCI9,Kitchen,5,7,Yes,"A person is tidying the counter with a towel, then smiling as they cook food and take medicine in a kitchen.",bottle;burner;counter;food;medicine;pan;shelf;spoon;stove,"A person is tidying up a counter and cooking some food then they take a medicine bottle from a shelf and drink it.;This person is in the kitchen, stirs what they are cooking in the pan on the stove, then moves over to the shelf, picks up a bottle and then drinks.",c129 26.20 33.00;c147 2.50 20.50;c129 18.80 33.00;c128 18.80 33.00,32.17
W28C2,HR43,Kitchen,7,7,Yes,A person laughs as they cook on the stove. The person takes out a box of food and reads the instructions on the back.,box;closet/cabinet;dish;door;food;stove,A person is cooking and laughing. they grab food from a shelf in a cabinet and read the box while laughing.,c040 10.90 37.00;c043 9.80 15.40;c061 11.20 37.00;c149 4.10 11.30;c147 0.00 11.10;c063 11.20 17.80;c008 8.60 13.30;c118 0.00 3.80;c113 8.00 13.50;c152 0.00 11.10,35.75
16V9S,DXDI,Closet / Walk-in closet / Spear closet,6,6,Yes,A person is smiling while sweeping the closet with a broom Then the person leaves with some homework.,broom;floor;homework;paper;table;wardrobe,"Person in a room sweeping a floor puts the broom against the wall pick up a book and leave the room.;A person is standing in front of an open wardrobe, sweeping with a broom. The person props the broom against a table, picks up homework from the floor of the closet, and walks away with it.",c098 0.00 21.70;c102 0.00 16.40;c127 0.00 16.40;c100 0.00 17.00;c117 18.00 26.00;c009 13.00 20.00;c099 12.90 21.90,25.88
B5NS3,8718,Bathroom,7,2,No,"A person finishes dressing their bathroom.  They adjust a picture near the sink, and grasping the doorknob, open the door and exit the bathroom.",clothes;clothing;door;light;mirror,"A person is getting dressed in the bathroom they do their hair straighten their clothes tidy up the bathroom turn off the lights and leave.;The person is dressing themselves in front of a mirror, they straighten the door, turn off the light, and walk out of the room.",c007 19.30 27.70;c141 20.20 28.40;c148 0.00 8.60;c105 20.10 29.10;c097 25.70 31.10;c096 6.30 16.60,30.58
2NKX2,DXDI,Garage,4,7,Yes,"One person takes a bottle of medicine from a desk, sits down, opens the medicine, and sneezes.",chair;desk;medicine;stool,"The person sits down and opens a medicine container, they then sneeze.;Person sitting down trying to open medicine and then sneezes in elbow.",c151 1.80 8.20;c153 7.70 18.20;c128 3.80 13.80;c059 2.50 19.00,17.67
UPL9S,D0RU,Hallway,4,3,Yes,"One person holding homework puts a laptop in a cabinet by a sofa, then leaves the living room.",homework;laptop;papers;table,"A person walks in with a laptop and some papers, sets the laptop down on a small table, then walks away while looking at the papers;Person walks in holding laptop and homework, sets laptop on table.",c049 55.20 80.50;c009 55.20 80.50;c051 69.40 128.10;c047 57.80 76.00,128.58
AF8VD,BYF9,Living room,4,3,Yes,A person is watching television while getting dressed. The person then takes a sip of coffee out of a cup.,bed;clothes;coffee;cup;dish;glass;hair;television,A person sitting on the couch puts on a sweater while watching tv.  The person sips from a cup.,c132 0.00 21.00;c106 17.80 21.00;c148 0.00 16.30;c118 14.50 21.00;c144 7.40 12.70;c135 0.00 21.00,20.17
D6D85,8718,Living room,3,4,Yes,The person is sitting in the dining room eating a sandwich while working on making a list for groceries.,chair;food;laptop;paper/notebook;sandwich;sofa,"A person is  eating a sandwich on a chair, they then work on their laptop and go back to their sandwich.;Someone is sitting on a sofa and using a chair as a table to eat something off of it and then they turn to the side and type on their laptop.",c065 19.00 27.40;c156 19.60 27.40;c123 0.00 25.00;c066 0.00 22.00;c067 0.00 3.10;c061 0.00 3.10;c145 5.60 24.60;c069 21.80 27.10;c068 1.90 6.70,30.25
I8WPI,EXQX,Pantry,6,7,Yes,"One person washes a glass and grasps a broom, then turns off the light and leaves the pantry.",broom;cup;dish;doorway;glass;light,"A person was washing their hands, and then cleans a green tool. After that they turn off the lights and leave the room.",c111 0.00 10.70;c105 20.70 27.70;c097 21.00 29.20;c121 0.00 10.10,59.75
MNEQ4,YMXV,Bedroom,5,6,Yes,"A person is lying on the hallway floor, playing with their phone. The person takes a blanket from a nearby chair and covers up with it.",bed;blanket;floor;phone,"A person lying on the floor is playing with their phone. They grab a blanket from a bed next to them and wrap it around themself.;A person is lying on a floor playing with their phone, they then grab a blanket and begin to snuggle with it.",c124 0.00 20.70;c015 0.00 21.00;c016 0.00 21.00;c070 18.20 33.00;c073 17.80 24.60;c071 18.10 27.60;c072 24.60 33.00,31.54
XOIEY,4I2W,Living room,6,6,Yes,"A person is on the ground rummaging through a large bag when they pull out a blanket and spread it across the ground. Another person is standing still above them, watching and eating an apple.",bag;blanket;floor;towel,A person takes some blankets out of a bag.,c073 13.60 31.00;c021 6.00 11.50;c127 23.00 31.00;c035 11.00 17.00;c034 20.80 27.20;c033 11.10 26.40,29.67
F8E1N,1OHU,Kitchen,6,6,Yes,"A person throws a picture down on the table. Holding their phone, they snap a picture of the picture.",beard;camera;counter;kitchen;pantry;phone;picture,"A person is looking in the kitchen pantry. They take a couple of items and put them on the counter and take a picture of them.;A person is walking around their kitchen, then slams a card on the counter top to take a picture of it.",c015 0.00 26.00;c087 11.30 23.90;c016 12.80 25.30;c088 4.50 17.10,25
U6L1X,1OHU,Kitchen,6,6,Yes,Person Y walks to the pantry and turns on the light. The person picks up the broom and sweeps the kitchen floor. The person puts the broom back in the pantry and closes the door.,broom;closet/cabinet;door;dust pan;floor;light,"A person grabs a broom throws a dust pan on to the floor and sweeps the floor. The person puts the broom back into the closet and shuts the door.;The person turned on the light in the pantry. The person took a broom from the pantry and swept the kitchen floor. They put the broom back away, shut the door and turned the light back off.",c098 2.70 7.60;c100 1.30 7.60;c102 5.80 18.90;c126 4.20 9.70;c127 14.80 22.40;c006 21.40 27.30;c099 19.80 24.60;c104 0.00 3.00;c112 21.40 27.20,27.5
GQ0H2,1OHU,Kitchen,6,6,Yes,A person is cooking and must get food and coffee from the pantry. They are drinking wine at the same time.,cup;drink;food;glass;oven;stove,"A person is cooking something on the stove while holding a drink. They walk to a closet and take a couple of things off the shelf.;A person is cooking on a stove and holding a glass of water, they then over the oven and  grab food fron the pantry.",c107 0.00 33.00;c061 25.00 33.00;c147 0.00 22.00;c110 18.10 33.00,31.83
6VT4U,0RNU,Garage,6,7,Yes,"A person is standing in their garage playing on their phone , they then pull off their shoes get a blanket from the shelf and make a bed on the floor.",blanket;floor;phone;shelf;shoe,A person plays on a phone then puts it on a shelf before taking off shoes. The person then takes a blanket off the shelf and carefully puts it on the floor as if making a bed.,c071 15.80 37.00;c015 0.00 13.60;c017 7.50 14.50;c057 9.80 19.10;c126 17.10 36.30;c081 8.00 13.40;c016 0.00 12.00,35.58
DJJ24,DXDI,Bedroom,7,7,Yes,A person dressing in a basement is opening a bag next to a chair.,bag;clothes;jacket,A person putting on a shirt and turns and picks up a pair of shorts and holds them in front of them self.The person looks off to the side .;A person puts on a jacket and picks up another bag.,c020 12.50 21.90;c023 9.40 16.50;c000 0.00 2.70;c002 0.00 2.80;c148 0.00 11.30,23.5
5LVUF,YMXV,Bedroom,5,7,Yes,A person is smiling while fluffing a pillow.  Then a person is playing with the pillow by throwing it up in the air and catching it.,pillow,A person is sitting on a bed and throwing a pillow in the air over and over and catching it.,c080 0.00 32.00;c076 0.00 32.00,31.21
2IX2Z,C7O9,Closet / Walk-in closet / Spear closet,3,6,Yes,A person is opening the medicine and watching the camera.,box;medicine,A person grabs a box off of a shelf and then opens thee box.;A person is in the pantry holding a box they shake something out of the box,c128 0.00 7.40,26.79
UC33W,JVLO,Recreation room / Man cave,4,6,Yes,"A person is sitting in a chair, laughing in the mirror.",chair;desk;mirror,"A person walks to a chair and sits down in front of a mirror. They look at themselves and smile at the mirror.;A person walks to a desk and sits down in a chair. After sitting, the person looks at them self in the mirror.",c094 5.10 23.40;c096 9.60 21.00;c059 6.20 25.40;c151 10.40 29.20;c152 8.90 22.60,31.62
NUSKJ,P6LJ,Kitchen,6,6,Yes,A person puts dishes in the sink then pours dish liquid over them while talking on the phone.,closet/cabinet;dish;phone;sink;soap,Someone walks through their kitchen talking on the phone. They put dishes in the sink and grab soap from under the sink.,c118 4.00 52.60;c120 3.80 53.00;c015 0.00 52.80;c019 0.00 8.00;c119 0.00 53.00;c113 32.10 36.90,52.38
AR7ZK,ID9V,Entryway (A hall that is generally located at the entrance of a house),5,7,Yes,"A person is laughing while undressing, then putting food on a table in an entryway.",clothes;coat;doorway;mirror;phone/camera;something,"A person is taking off a coat. A person then begins to laugh.;A person is walking into a hallway, where the person looks into a mirror and removes a jacket, dropping it to the floor. The person looks at something and then puts it down.",c155 0.70 18.10;c017 19.10 24.90;c097 0.00 4.80;c018 13.30 20.40;c003 1.90 18.60;c148 1.90 18.60;c001 2.00 18.60,26.75
RZ9SZ,6RE8,Bedroom,6,7,Yes,"A person is undressing in front of the mirror. The person picks up a towel then leaves, holding the towel.",clothes;doorway;mirror;towel,"Person walks into room,stands in front of a mirror,takes shirt off, grabs a towel and walks off",c035 12.00 26.70;c096 4.50 15.90;c155 4.30 14.10;c002 11.20 17.90;c033 11.70 32.00;c097 0.00 3.10,31.46
ZYRB9,XXN8,Basement (A room below the ground floor),1,7,Yes,"A person sits at a table, watching a movie on their laptop. The person takes a towel from nearby and dries their tears.",chair;laptop;table;towel,"the person sat in the chair watching the laptop, adjusting glasses and stood up",c051 0.00 31.00;c154 0.00 2.90;c033 0.00 31.00;c151 0.00 2.80;c059 0.00 29.60,30
6SS4H,WG9D,Kitchen,3,3,No,A person is drinking a cup of coffee. They sneeze and take dosage of cold medicine.,bag;clutter;cupboard;food;pillow;window,A person is putting a bag in the cupboard.  The person puts a pillow in the cupboard.;Person is in very cluttered kitchen area putting things into lower cupboards.,c077 1.90 7.00;c061 0.00 2.60,5.62
PDK24,PO5L,Dining room,5,6,Yes,A person turns on the light in their dining room and start tidying up. They sit in a chair and start sneezing.,chair;hands;light;man;paper/notebook;papers;table,A person turns on the light and tidy's up an area on the counter before sitting down. When they sit down they start to sneeze into their hands and then get up and walk away.;a man moving some papers and then begins sneezing and stands back up.,c104 0.00 4.60;c059 15.30 25.00;c151 12.30 19.60;c153 16.90 23.80;c154 20.30 25.80;c117 6.80 11.90;c012 4.70 16.00;c010 13.60 24.70;c116 7.90 13.20,27.12
RS3SQ,D0RU,Kitchen,6,4,Yes,A person is eating food from the refrigerator and then walking out the door in the dining room.,door;food;refrigerator,"Man opens up the refrigerator looking for something, then grabs something and pops it into his mouth.",c143 0.70 8.10;c156 13.20 20.30;c006 15.70 20.60;c062 12.90 17.90;c008 0.00 6.90,29.71
GYRNY,PKND,Garage,6,5,Yes,"A person sits on the floor of the garage, working on reattaching a doorknob to a door.",car;door;floor;ground,A person is fixing a lock on car with a screwdriver.,c140 0.00 33.00;c125 0.00 33.00;c007 0.00 33.00;c006 12.40 22.90;c008 1.50 15.60,31.62
9LO9F,5LWB,Bedroom,6,6,Yes,"Person is holding a medicine while another person is lying down in bed, awakening.",bed;doorway;medicine,A person is carrying medicine bottles and puts them near a person lying in bed.  The person in bed sits up and both start opening bottles.,c128 0.00 27.80;c135 27.40 37.00;c146 25.80 37.00;c128 31.60 37.00;c134 15.40 29.80;c133 22.30 30.00;c097 2.40 8.50,36.29
2L7MW,25TD,Bathroom,6,6,Yes,A person standing in a bathroom watches a book in front of a mirror.,book;mirror,A person is standing in the bathroom. The person is looking at a book while standing near the bathroom mirror.,c025 3.50 8.40;c026 0.00 32.00;c027 0.00 3.10;c032 0.00 32.00,31.25
ZNH10,4OHY,Recreation room / Man cave,7,5,Yes,A person in their recreation room is lying down on the bed. They start washing their hands on a blanket that they found on the ground.,bed;blanket;hand;towel,A person is laying on a bed then rolls over and picks up a towel and wipes hands with that.;The person is laying down in the bed and rolls over and picks up a towel that was laying on the ground and shakes it.,c139 15.60 30.00;c134 0.00 30.00;c133 0.00 16.20;c033 14.70 30.00;c035 12.30 19.00;c070 14.80 30.00;c073 12.20 20.00,29.46
RIUEI,KFGP,Hallway,6,7,Yes,"A person drunkenly walks through a hallway, eating a sandwich. They turn on the light, take off their jacket and throw it in the floor before leaving the hallway to go into their bedroom.",clothes;doorway;floor;food;light;sandwich,A person is drink walking eating a sandwich then they take off their jacket and walk into another room.,c003 23.70 29.70;c155 17.10 28.40;c065 3.70 12.00;c156 3.30 12.20;c126 24.10 29.80;c104 13.10 19.60;c097 14.20 22.40;c067 2.20 9.30;c061 2.00 9.60,32.29
JLX1D,P6LJ,Living room,6,4,Yes,The person is standing by the window in the basement while eating crackers out of a box.,box;food;window,A person picks up a box of food from the coffee table and begins to eat while standing. They put the box down.,c040 1.60 47.20;c044 3.30 45.00;c156 2.60 46.20;c043 1.80 46.00;c042 1.80 46.20,48.04
H8UJ3,P6LJ,Dining room,7,7,Yes,"A person turns on the lights to the dining room.  Smiling, the person sits down on a chair and begins reading a book.",book;chair;light;table,The person turned on the light.  The person sate in the chair.  The person opened the book and started studying.  The person got up and came to the camera.,c027 15.10 23.10;c104 0.00 8.60;c151 8.80 16.50;c032 18.30 49.90;c059 9.10 17.50;c154 45.60 50.70;c011 11.60 50.20,52.58
OHLSE,PKND,Living room,4,5,Yes,"A person opens the closet, takes a sandwich and some other groceries from the shelf, then closes the door. The person begins eating the sandwich.",bottle;box;cabinet;door;food;sandwich;shelf;snack,A shirtless person is eating a something the opens a cabinet takes a box out moves a bottle then puts the box back;A person holding a snack touches a cabinet. He opens the cabinet and takes a box off the shelf and holds it. He eats a snack and then touches a bottle on the cabinet. Then he puts the box back on the shelf.,c081 19.10 31.70;c065 15.60 22.00;c154 0.00 32.00;c043 7.00 12.90;c113 0.00 4.10;c008 0.00 4.40;c156 17.00 22.20;c061 21.70 28.80;c042 28.10 32.00;c112 0.00 6.00;c040 11.80 31.20;c063 3.40 9.30;c041 8.10 23.60;c062 0.00 32.00;c044 11.20 31.80;c082 0.00 32.00,30.58
48BUM,ZAWX,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,"A person awakens at a desk, with homework in front of them. The person yawns and sneezes.",blanket;book;desk;hair;homework;paper;table,"A person is sitting at a desk doing their homework. A person then fixes their hair, and begins to sneeze.;A person is sitting at a table doing homework. The person stands up, messes with their hair, and sneezes.",c145 0.00 12.40;c153 17.30 23.60;c154 8.00 13.50;c059 0.00 12.00;c011 0.00 12.30;c144 14.10 19.60;c070 15.90 21.30;c032 0.00 11.50;c026 0.00 12.60,30.58
BOHLW,3531,Pantry,6,6,Yes,A person is washing a shelf in a pantry. The person is sneezing. The person uses a little vacuum to clean. The person shines a light to see where to vacuum.,broom;closet/cabinet;cup/glass/bottle;duster;light;shelf,person is cleaning up the cabinet with a duster while holding a flash light.,c104 23.90 29.80;c082 0.20 27.40;c114 0.00 27.50;c107 0.00 17.40;c102 16.00 23.00,32.08
VXRCZ,0KZ7,Bathroom,7,7,Yes,"A person laughs as they look out the window. The person takes a bite from a sandwich, then sneezes.",food;sandwich;window,"The person is looking out the window while laughing, they then eat a sandwich and sneeze.",c092 0.00 11.60;c065 7.90 15.60;c149 0.00 6.00;c156 7.90 15.60;c153 13.70 20.20;c061 7.10 24.00,23.38
A84J7,KFGP,Hallway,6,6,Yes,The person walks down the hallway holding on to their book.  They turn off the hall light as they leave the hallway and enter the bedroom.,book;door;light;paper,A person is walking through a hallway holding a paper they get to the end of the hallway and turn off the lights and go through a door.,c026 0.00 13.60;c105 13.40 19.20;c097 17.60 24.00;c115 0.00 13.50;c008 17.10 25.00,24.38
XXYWL,WG9D,Bedroom,5,7,Yes,A person is eating a sandwich and then lays on top of a pillow after taking a sip of coffee.,chair;coffee;cup;food;sandwich;sofa/couch,"A person is eating a sandwich, and drinking coffee. The person then gets up and lies down on the bed",c107 0.50 5.40;c110 0.50 5.60;c067 0.00 2.80;c154 3.90 9.10;c106 1.40 6.90;c109 1.50 7.00;c065 0.00 4.50;c156 0.00 4.70;c059 0.00 8.30;c061 0.00 4.50;c122 6.40 10.00,8.62
ATUOW,QOQ4,Home Office / Study (A room in a house used for work),6,6,Yes,"A person is tidying up in their office. The person puts papers on their shelf, then holds their hand out to open the cabinet as the person stands to reach it.",chair;desk;papers;shelf;table,A person is sitting at a desk tidying up papers they put them on a shelf and pick up a book and put it on the shelf. then they get up.;A person is tidying up their desk then bends down to pick something down from the floor.,c154 28.80 37.00;c011 0.00 33.00;c012 0.00 37.00;c014 0.00 37.00;c081 12.30 20.00;c059 0.00 32.60,35.58
