id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length,,,,,,,,,,,,,,,,,,,,,,,,
WLOCV,5LWB,Bedroom,6,6,Yes,A person is playing peek-a-boo with another person in front of a mirror. They then take selfies in front of the mirror with a camera.,doorway,mirror,phone,picture,"There are two people in this video, one is covering their face while looking into a mirror and the other is holding a camera, holding it backwards while taking a picture of both of them.",c097 11.50 18.90,c015 16.30 35.00,c087 20.00 35.00,c096 15.60 35.00,34.08,,,,,,,,,,,,,,,,,,
94KP4,QB52,Bedroom,4,5,Yes,"A person is standing in the bedroom eating a piece of fruit , they start looking on the table , they turn on the light so they can see better they pick up a book . Smile and leave the room .",book,dish,food,light,table,"A person stands in a room eating some food.  They put the dish down on a table then take a light, turn it on and shine it around the room.  They pick up a book off the bed.;Person walking with a dish in hand eating with a spoon put dish on the table uses a flashlight to shine on a item",c105 16.10 28.10,c009 7.90 12.90,c156 0.00 12.50,c118 0.00 13.20,c119 7.60 13.50,c104 13.90 19.30,c061 0.00 12.00,30.29,,,,,,,,,,,,,,
1Y5H7,YA10,Laundry room,7,7,Yes,A person is leaving the vacuum in the laundry room.  The person then then starts lying towels down.,clothes,laundry basket,vacuum,A person is putting a vacuum cleaner near the washer and putting clothes in a laundry basket.,c000 9.10 16.30,c001 12.00 22.20,c137 0.00 9.10,c138 2.60 9.40,c004 12.20 29.60,30.83,,,,,,,,,,,,,,,,,,
KW4Y1,ID9V,Hallway,3,6,Yes,"A person is undressing, then putting on clothes, and finally cleaning a mirror in a hallway.",clothes,coat,doorway,mirror,A person walks in to  hall way takes their coat off and puts it back on and pulls the hood up.The person wipes a mirror off in a hall way.,c095 19.70 33.00,c096 4.40 34.70,c148 5.90 26.30,c155 0.00 11.10,c097 0.00 4.10,c000 2.00 17.30,34.38,,,,,,,,,,,,,,,,
WYYUD,9Y7F,Bedroom,7,7,Yes,"A person is undressing in bed. Smiling, a person is taking their clothes and putting them in the hamper.",bed,clothes,robe,"A person is laying in a bed and gets undressed and throws their robe.;A person awakens from bed, sits up, undresses, then throws their clothes on a rack.",c134 0.00 13.40,c133 2.50 15.10,c146 2.50 15.10,c003 25.10 31.90,c135 11.40 35.00,c155 9.80 30.10,c155 26.70 35.00,33.58,,,,,,,,,,,,,,,,
GKH4A,PKND,Living room,6,7,Yes,"A person is using a vacuum to clean the foor. Then the person is tidying the sofa, taking a bag from the couch and setting it on the floor.",bag,blanket,floor,food,sofa,vacuum,Vacuuming the floor in living room. the one is straightening up the sofa.  then takes food out of a bag,c137 0.00 9.60,c021 22.90 29.10,c063 24.80 33.00,c023 14.40 25.20,c022 21.50 27.90,c070 7.20 16.70,c020 14.10 27.70,c075 6.70 16.80,31.5,,,,,,,,,,,,
FLCZA,Z755,Stairs,1,7,Yes,A person is lying on a blanket after drinking a glass of wine.,bed,blanket,cup,dish,glass,A person is sitting on a bed and then drinks from a cup and then lays down on the bed.,c106 0.00 8.60,c107 0.00 8.60,c119 4.10 8.90,c134 5.10 11.60,c135 0.00 11.10,10.67,,,,,,,,,,,,,,,,
1BUFQ,PO5L,Living room,7,7,Yes,"A person is walking back and forth in front of a television. They start sneezing, so they stop and stare at the ceiling to stop the sneezes. It works, so they smile while they sit and draw a picture.",floor,homework,paper,television,televison,A person walks back and forth and then looks up. Then they take a piece of homework and write on it. Then they get back up and leave the room.,A person is walking in front of a televison back and fort then looking up and sitting on the floor to work on homework.,c132 0.00 41.00,c145 21.60 36.90,c125 22.80 38.50,c154 32.70 39.50,c151 22.60 28.80,c115 21.20 39.70,c117 20.60 25.40,c153 9.10 17.30,40.25,,,,,,,,,,,,
KW3BO,DXDI,Laundry room,6,7,Yes,Person is eating box of candy and drinking coffee then starts laughing.,box,cup,food,"A person is standing in front of the laundry room eating something from a box, and taking a drink of water from a cup. The person is moving back and forth and smiling.;A person eats some food and drinks something near a laundry machine",c040 0.00 17.60,c106 6.60 13.10,c109 10.30 15.30,c156 0.00 6.80,c061 0.00 4.10,c042 12.60 17.30,c044 0.00 5.20,c107 5.90 15.00,c110 4.70 10.30,c149 11.00 23.90,c063 0.00 6.50,c152 11.20 28.50,c062 12.90 18.00,28,,,,,,,,,,
CO1S9,DXDI,Pantry,7,7,Yes,"One person walks into the pantry, grasps a box and a bag, then runs out.",bag,box,food,A person removes a box and a bag from an open cabinet before leaving the room.,c043 1.70 8.00,c023 3.90 10.00,c150 6.70 12.70,c063 2.60 7.40,c061 2.80 12.90,12.88,,,,,,,,,,,,,,,,,,
N588B,WQ8Z,Hallway,4,6,Yes,"A person is in a hallway putting a camera in a box, then they close the box and carry it out the doorway.",box,camera,door,A person is closing and carrying a box through a doorway.,c097 17.80 23.60,c039 4.90 17.90,c040 14.00 23.30,c043 12.90 23.60,c008 17.00 22.80,25.12,,,,,,,,,,,,,,,,,,
ZS1P1,T7C3,Home Office / Study (A room in a house used for work),5,6,Yes,One person sits working on a laptop laughing. A book is next to the laptop.,book,chair,laptop,A person works on a laptop while occasionally looking at an opened book.,c047 12.40 19.60,c052 24.60 35.20,c026 31.80 36.80,c032 31.80 37.80,c152 18.60 23.80,c059 0.00 41.00,c029 1.00 6.00,39.88,,,,,,,,,,,,,,,,
2H5YP,D0RU,Bathroom,6,7,Yes,"A person is tidying up the bathroom. The person puts something into the medicine cabinet, closes the cabinet door, then looks into the mirror for a moment.",cleaning brush,floor,hair,mirror,toilet,The person cleaned the floor around the toilet with a brush and water. Then the person checked their hair in the mirror.,c096 50.60 60.00,c144 54.40 60.00,c127 4.50 29.20,59.04,,,,,,,,,,,,,,,,,,
I6AZD,8718,Living room,2,6,Yes,"A person is sitting on a sofa covered with a blanket. The person stands, removes their shoes, and lays down.",blanket,shoe,sofa,A person readjusts a blanket.  The person the gets up and takes off their shoes then lies back down with the blanket.,c072 0.00 12.50,c057 13.00 19.40,c122 20.80 31.00,c123 0.00 12.80,c151 18.60 24.80,c154 5.80 13.40,c070 0.00 11.90,c071 6.10 13.90,30,,,,,,,,,,,,,,,
99DTF,6NQX,Stairs,7,7,Yes,A person is walking up the stairs while grasping a box. They pull a phone from the box.,box,phone,A man walks upstairs carrying a box and then looks at his phone.,c040 9.80 17.00,c015 11.40 17.00,c016 6.20 17.00,15.83,,,,,,,,,,,,,,,,,,,,,
QDINO,KFGP,Dining room,7,7,Yes,A person is lying on a pillow and then sneezing on dishes on a table in the dining room.,blanket,chair,pillow,table,A person is sitting at a table snuggling with a pillow. The person sneezes.,c078 0.00 17.70,c011 0.00 26.00,c153 19.30 25.70,c070 0.00 15.80,c059 0.00 26.00,c072 0.00 15.50,c071 12.00 17.60,25.42,,,,,,,,,,,,,,,
3CPVF,R1OT,Recreation room / Man cave,5,7,Yes,"After tidying up, a person grasps for their wine glass as they sit down on the sofa holding their phone.",bed,blanket,cup,glass,phone,sofa,A person came into a room has spread a blanket down a wooden sofa and decided to browse a cellphone.,c015 0.00 31.00,c122 14.80 31.00,c107 14.20 31.00,c151 9.30 15.10,c075 0.90 15.10,c016 10.60 31.00,c134 16.00 31.00,29.96,,,,,,,,,,,,,
QIQXR,P6LJ,Dining room,5,7,Yes,"A person puts on shoes, then grasps the vacuum and begins cleaning the floors.",clothes,floor,shoe,vacuum,Person putting on pink tennis shoes before vacuuming the rug around the room and under the table.,c137 15.80 63.70,c055 3.00 15.90,c127 26.10 61.40,c001 2.30 16.50,66,,,,,,,,,,,,,,,,,,
SXYLN,YA10,Garage,6,7,Yes,A person in a garage is holding groceries and a sandwich. They put the bag down and start eating the sandwich. They throw the sandwich wrapper in the garbage and leave.,bag,floor,food,groceries,sandwich,trash can,"A person is standing in a garage. The person throws a bag of groceries on the ground, eats a sandwich, and then throws the sandwich in the trash. The person then leaves the room.",c065 3.40 23.60,c020 0.00 5.40,c024 19.90 25.70,c156 3.50 23.50,c130 0.40 6.20,c022 0.20 6.30,c126 0.00 6.60,c023 27.90 31.00,c067 27.90 31.00,c061 27.90 31.00,29.88,,,,,,,,,,
I6B5D,HR43,Bathroom,4,6,Yes,A person is grasping at a towel while washing their teeth and reading homework.,bottle,clothes,clothing,paper,toothbrush,towel,A person is holding something in right hand and shaking it continually.  The person is holding a paper and article of clothing in the right hand.,A person brushing their teeth holding some papers.The person is reading a paper and holding a towel.The person starts to put the toothbrush back.,c000 0.00 39.00,c115 0.00 39.00,c033 0.00 39.00,38.08,,,,,,,,,,,,,,,,
MJX48,CO1W,Stairs,4,7,Yes,"A person puts a pair of shoes into a bag, then throws the bag up the stairs.",bag,shoe,window,A person is putting shoes in a bag on the stairs. He throws the bag as well.,c024 18.50 23.50,c054 6.20 15.30,c058 8.20 14.40,c023 2.40 8.80,c092 1.00 6.40,c053 8.30 13.50,c020 3.20 23.10,c056 6.30 14.40,c021 4.40 9.90,c022 18.30 23.80,30.25,,,,,,,,,,,,,
YMGGV,I2IV,Living room,7,5,Yes,"A person is watching television and smiling. Then, taking a blanket from the doorway, the person wraps it around herself.",blanket,doorway,sofa/couch,television,"A person sitting on couch turns on the TV. They get up, grab a blanket, and sit back down while wrapping the blanket around themself.",c072 20.40 29.00,c132 0.00 15.00,c151 15.80 21.30,c154 8.50 13.80,c152 1.50 6.20,c073 11.70 17.90,c123 0.00 5.70,c070 13.90 22.00,28.29,,,,,,,,,,,,,,
J39ZC,KFGP,Home Office / Study (A room in a house used for work),6,6,Yes,A person is standing by a table.  A person is eating something from a box and drinking something.,bag,door,food,glass,A person stands in a doorway and drinks from a glass.,Someone is standing by a door eating something.,c061 20.90 26.30,c156 25.80 36.00,c020 0.00 36.00,35.17,,,,,,,,,,,,,,,,,,
C5BMA,CCI9,Kitchen,5,6,Yes,"The person was running through the kitchen, eating a sandwich and talking.  When the person finished running, the sandwich was put into the sink.",doorway,food,plate,sandwich,trash can,"The person walked over to the counter, picked up a sandwich, took a bite, placed it back down and then threw a portion of it away.;A person walks through the doorway into the kitchen. They pick up a sandwich and begin to eat it.",c065 13.90 25.30,c067 9.00 33.30,c068 29.00 34.00,c156 14.10 22.80,c097 0.70 7.50,c064 28.80 34.00,c061 10.40 29.30,33.46,,,,,,,,,,,,,,
2INEX,ZEM0,Dining room,,,Yes,A person enters the dining room and sets their cup of coffee down. They start grasping clothes out of a laundry basket and throwing them on the floor.,clothes,coffee,cup,dish,doorway,floor,laundry,table,Someone walks into a dining room with a cup in their hand. They place the cup on the table and sit down on the floor where they begin picking up clothes.,a person outs a coffee cup on a table and gets laundry and throws it on the floor where they sit,c125 6.90 30.70,c009 3.10 8.90,c107 1.30 8.30,c001 8.10 28.80,c003 8.10 28.80,c151 5.60 11.90,c002 8.10 28.80,c119 4.70 9.80,c097 0.00 7.20,c118 1.30 8.30,c154 27.60 36.70,36.12,,,,,,
GV40M,CLH3,Bedroom,6,7,Yes,"In a bedroom, a person is awakening. They look at a light and sneeze. Then they look towards the door and begin to get out of bed.",bed,blanket,door,light,"Person is awakening in bed by window then sneezes, , then gets up from bed and walks towards door.",c146 5.30 11.80,c154 19.70 25.00,c072 0.00 13.00,c153 10.10 16.70,c070 15.40 24.90,23.67,,,,,,,,,,,,,,,,,
D8QFD,DXDI,Home Office / Study (A room in a house used for work),6,7,Yes,Person is playing on the phone near a window and smiling while he plays.,chair,phone,A person sits in a chair while playing on their phone.,a person sits in a chair using their phone,c016 0.00 31.00,c152 0.00 8.50,c059 0.00 31.00,c015 0.00 31.00,30.42,,,,,,,,,,,,,,,,,,,
0YXN6,JVLO,Kitchen,6,7,Yes,A person is smiling while reading a book.  Another person standing in the doorway sneezes and blows their nose.,book,chair,hands,"A person flips through a notebook. A person smiles to another, who then sneezes and touches their nose;A person is sitting in a chair writing in a book while  another person is standing up sneezing",c026 0.00 21.50,c153 17.60 27.90,c059 0.00 21.50,c029 10.90 21.20,c032 0.00 21.20,c115 0.00 21.20,c152 10.90 21.20,c149 10.90 32.00,31.38,,,,,,,,,,,,,,,
J12SC,HJJ4,Stairs,5,7,Yes,A person takes their shoes off then opens a box and take a camera out while on some stairs.,box,camera,floor,phone,shoe,A person is sitting on the staircase taking off their shoes. The person takes a box off the staircase and takes a camera out of it. The person inspects the camera.,c015 16.20 27.00,c018 10.40 21.40,c040 8.70 19.80,c041 11.00 18.20,c043 7.80 15.20,c057 0.00 11.10,c044 10.80 21.80,c042 15.50 21.40,c087 20.30 27.00,c054 1.40 7.10,c016 16.10 27.00,c125 0.00 27.00,25.96,,,,,,,,,
H2ZYY,HR43,Bathroom,7,5,Yes,A person is opening the cabinet and taking their shoes off.,cabinet,clothes,floor,shoe,"A person opens a cabinet, removes one of their shoes and throws it on the floor. They then close the cabinet, remove the other shoe, then throw that on the floor too.",c112 6.90 13.60,c113 0.00 6.90,c057 2.40 8.70,c058 4.00 10.20,c056 9.10 17.80,c126 13.60 19.90,c002 3.30 7.90,c000 3.90 9.00,c003 5.10 10.10,23.17,,,,,,,,,,,,,
WMBOO,ZAWX,Pantry,7,7,Yes,"A person opens the door to the pantry and begins stocking it with some groceries. The person picks up a roll of paper towels from the floor and places it on the shelf, then leaves.",cabinet,door,floor,food,groceries,shelf,towel,"A person sitting on the floor opens a cabinet, puts some items on the shelf, closes the cabinet, gets up and walks away.",c081 7.20 30.30,c130 7.00 30.50,c125 0.00 33.80,c008 0.20 7.50,c130 4.30 19.80,c006 26.50 31.80,c154 28.30 34.00,c113 0.20 7.30,c114 4.20 30.70,c062 4.20 29.70,33.29,,,,,,,,,
3C36H,XXN8,Basement (A room below the ground floor),4,7,Yes,"Person is sitting on chair doing homework, Another person opening bag and starts sneezing.",bag,chair,paper,"A person is holding a bag, while another person sits in a chair and begins writing.",c059 0.60 34.00,c115 0.00 34.00,c145 0.50 30.70,c020 0.00 34.00,c021 3.10 10.00,c151 0.00 5.10,c154 27.40 32.70,32.54,,,,,,,,,,,,,,,,
ZYVTC,D0RU,Living room,,,No,"A person is sitting on a pile of clothes eating food.  The person puts the food down and opens a book to read.  The person grabs their phone, gets up and leaves.",book,clothes,food,hair,phone/camera,table,"A young person coming into the room, sitting in a chair at a desk, eating some food, and opening a book, and then getting up from the chair.",c027 17.30 38.50,c032 17.10 30.90,c063 3.90 16.70,c156 7.40 16.30,c151 1.30 7.50,c154 34.30 40.00,c061 5.00 16.70,c062 12.50 16.90,c145 17.30 31.30,c144 22.00 28.00,c011 2.10 38.10,c059 1.30 38.00,c014 17.00 33.50,c016 28.90 38.10,39.04,,,,,,
J40UT,EIO2,Bathroom,6,7,Yes,"A person in a bathroom is holding a glass. The person drinks the last of the coffee in a glass, then washes a glass in the sink. And begins tidying up the bathroom.",coffee,cup,glass,sink,{},A person is drinking a glass of coffee. A person then takes the cup and places the cup in the sink.,c106 0.00 5.50,c107 0.00 11.10,31.88,,,,,,,,,,,,,,,,,,,
9HGNV,D0RU,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,A person walking into an entryway is snuggling a pillow and blanket.,blanket,door,pillow,"A person is holding blankets and carries them through a doorway.;A person walks down a hallway and into a room, carrying and snuggling a pillow and blanket. The person walks across the room and over to a door, and then looks out the door.",c076 4.50 33.00,c078 4.20 33.00,c070 3.40 33.00,c072 3.40 33.00,c097 5.60 11.40,31.75,,,,,,,,,,,,,,,,,,
HQZ29,L4ZP,Kitchen,6,7,Yes,"A person is smiling and pouring milk on a bowl of cereal, then using a towel to wipe up spilt milk and finally putting bowl in sink in kitchen.",bowl,container,counter,dish,milk,sink,table,water,A person stands up in front of a table and pours milk into a bowl.  The person then puts a dish into the sink.,A person picks up a container and pours water into a bowl. Then they pick up a dish off of the counter and put them in the sink.,c118 16.90 24.40,c009 14.10 19.00,c119 20.10 26.30,31.5,,,,,,,,,,,,,,
LW5O6,HJJ4,Dining room,6,7,Yes,"A person is tidying up the dining room with a vacuum, then smiles as they find a pair of shoes under the table.",bag,floor,shoe,table,vacuum,A person is vacuuming They stop and pick up shoes off the floor under the table while smiling.,c053 9.60 17.00,c137 0.00 13.10,c152 7.30 17.00,c023 9.50 16.00,c127 9.60 17.00,c127 0.00 13.50,15.62,,,,,,,,,,,,,,,
PKEZI,BYF9,Bedroom,7,7,Yes,"Person A is in a bedroom eating a plate of food and reading a book.  Done eating, person A gets up and walks over to the wardrobe and begins undressing.",bed,book,clothes,food,jacket,wardrobe,A person sits on a bed and looks at a book while eating some food. The person gets off the bed and takes off their jacket.,A person is sitting on a bed while reading a book and eating some food. They then stand up and take off their jacket.,c156 5.50 27.70,c155 29.10 40.00,c135 0.00 26.90,c026 0.00 28.10,c061 5.30 27.50,c154 28.50 40.00,c025 21.00 27.50,c028 22.30 28.70,c027 0.50 7.60,c032 0.30 28.30,c030 0.00 4.30,c030 0.00 34.50,c000 28.70 40.00,c002 28.30 40.00,38.58,,,,,
ZHLLU,R1OT,Home Office / Study (A room in a house used for work),4,7,Yes,A person is sitting on the floor looking at a mirror then they begin to sneeze holding a pillow.,floor,mirror,pillow,"A person is sitting down on the floor, looks into a mirror, sneezes and hugs a pillow.",c076 0.00 26.00,c078 10.80 26.00,c125 0.00 26.00,c096 1.80 15.80,c153 7.40 12.60,24.96,,,,,,,,,,,,,,,,,,
F50DT,XXN8,Stairs,4,7,Yes,A person is watching a laptop while another person is smiling at a camera.,camera,laptop,phone,A person is playing with a laptop while another person watches a video on their phone while sitting on the stairs.,c015 0.00 33.00,c047 0.00 33.00,c152 0.00 33.00,c087 0.00 32.60,c016 0.00 32.70,c149 0.00 33.00,31.96,,,,,,,,,,,,,,,,,
H3E1E,XXN8,Home Office / Study (A room in a house used for work),6,6,Yes,"A person sits in the garage, drinking a cup of coffee while reading a book.",book,coffee,cup,dish,glass,"A person drinks coffee, then flips through a book and drinks more coffee.",c032 7.40 30.10,c106 0.00 6.10,c027 4.50 30.60,c118 0.00 7.80,c118 13.10 22.20,c028 0.00 28.00,c026 4.50 30.20,c030 4.10 30.70,33.62,,,,,,,,,,,,,
CXSYS,DXDI,Kitchen,6,7,Yes,A person sneezes into a bag while sitting in a chair. They get up and start cooking at the stove.,bag,chair,food,stove,A person sits in a chair with a bag and then sneezes. The person gets up and goes and cooks on a stove.,c020 0.00 12.90,c059 0.00 14.10,c147 13.00 24.00,c022 5.40 10.10,c154 5.60 11.00,23.38,,,,,,,,,,,,,,,,,
8HLKN,YMXV,Home Office / Study (A room in a house used for work),5,7,Yes,A person is laughing as they look at a laptop in a home office. The person is sitting a desk and has a towel draped over the person's shoulders.,chair,desk,laptop,scraf,towel,A person is shaking their head while they sit in front of their computer. They have a towel around their neck that they play with. They rock back and forth.,A person sitting at a decks in front of a lap top laughing and bouncing back and forth .The person grabs the scarf several times and keeps on laughing.,,30.96,,,,,,,,,,,,,,,,,,,
JL3VT,T7C3,Bedroom,7,7,Yes,A person runs into a bedroom and grabs a sandwich off a table. They walk out of the room.,dish,sandwich,table,A person walks over to a plate of food and picks it up and takes it from the room.,c067 5.00 20.00,c069 3.30 10.40,c120 3.30 8.60,c119 14.90 20.00,c118 4.50 17.00,19.38,,,,,,,,,,,,,,,,,,
7P0HA,DXDI,Bathroom,6,6,Yes,"One person throws a bottle of medicine in the sink, then washes up and runs out with a pillow.",hand,medicine,pillow,sink,table,"person puts a medicine bottle in the bathroom sink, takes it back and sets on counter, washes and dries hands, picks up a pillow and holds against their chest and walks away",c076 21.50 27.00,c139 7.10 18.70,c009 4.90 10.30,c078 22.50 27.00,c128 0.70 6.30,c079 20.70 25.70,25.88,,,,,,,,,,,,,,,
2XG25,QB52,Bedroom,4,5,Yes,"A person awakens in their bedroom.They look in a mirror, grab a laptop and leave.",bed,blanket,mirror,phone,pillow,"A person waking and getting out of bed, checking out their face, straightening up the cloths and picking up their phone and walking out of the room.;The person wakes, gets out of bed, checks themselves out in the mirror, grabs their phone and walks away.",c096 14.80 24.30,c146 0.00 4.90,c133 0.00 11.00,c018 22.20 29.20,c015 22.30 29.80,30.54,,,,,,,,,,,,,,,,
MD6P2,PKND,Recreation room / Man cave,6,7,Yes,"A person is standing in the rec room grasping a bottle of medicine.  The person opens the medicine and pours it into a tablespoon.  After taking the medicine, the person closes the medicine and puts it back in a box.",box,food,medicine,spoon,table,"A person opens a bottle of medicine, pours some into a spoon, closes the medicine bottle and puts it into a box.",c039 14.00 29.80,c129 0.00 8.80,c128 0.00 5.80,c041 5.00 13.40,c128 5.10 22.30,c129 13.20 28.80,c156 7.00 13.00,c040 11.60 19.10,c012 9.60 29.30,c009 14.20 19.30,31.71,,,,,,,,,,,
YYMLT,D0RU,Recreation room / Man cave,7,7,Yes,A person is laughing at doing the homework on the laptop while standing by the vacuum.,laptop,A person is using their laptop while laughing.,c051 3.50 32.00,c149 25.90 32.00,c152 15.80 20.70,31.17,,,,,,,,,,,,,,,,,,,,,,
V1PRP,4OHY,Stairs,7,3,Yes,A person is seen snuggling while sitting on a chair. They begin vacuuming the stairs while standing up.,chair,floor,vacuum,A person sat up from sitting on the stairs and walked down to pick up a vacuum and start vacuuming the stairs.,c137 20.70 30.00,c151 9.50 15.90,c154 11.30 16.30,c059 0.00 14.80,c127 19.20 30.00,29.42,,,,,,,,,,,,,,,,,,
X1R6D,KFGP,Bathroom,5,6,Yes,"A person walks into the bathroom, laughing. The person closes the door behind them, and washes their hands in the sink.",door,hand,sink,water,"A person goes into a bathroom, closes the door, and washes their hands.;a person enters the bathroom and washes their hands",c139 6.10 25.00,c006 2.20 8.90,c141 2.20 8.80,c097 0.00 5.40,23.88,,,,,,,,,,,,,,,,,,
29LL7,PKND,Living room,5,6,Yes,"One person runs through, grasps a pair of shoes and some clothes, then leaves laughing.",clothes,doorway,shoe,A laughing person runs around the room grasping shoes and clothes before standing in a doorway then entering a very dark room.,c053 2.70 33.00,c149 9.60 16.20,c152 9.70 21.40,c000 8.10 17.60,c097 20.60 28.80,c002 8.10 13.50,31.54,,,,,,,,,,,,,,,,,
0OUEP,KQI6,Bedroom,6,5,Yes,"Two persons are sitting on the bed snuggling.  One person is holding a camera and a glass of water.  The other person gets up, grabs the doorknob, and closes the door.",bed,camera,closet/cabinet,door,glass,sofa/couch,water,Two people are sitting down. One person is drinking a soda beverage and the other person gets up and closes a door.,c106 8.40 18.70,c135 0.00 25.00,c006 26.20 33.00,c154 20.90 29.60,c016 1.70 10.40,c112 27.30 32.60,c123 0.00 26.60,c152 18.60 25.50,c015 2.70 10.60,32.33,,,,,,,,,,
705RV,XXN8,Kitchen,7,7,No,A person is seen fixing a sandwich. They then start putting the sandwich on a table and begin taking some medicine.,bag,bread,cover,food,jar,medicine,sandwich,shelf,spoon,twist tie,"Person removes bread from bag, uses spoon to pretend to spread something, puts bread down, opens jar, pours something from Jar, eats it and puts jar down;A person is making a sandwich, they then take some medicine.",c067 4.30 21.20,c068 15.50 21.80,c021 1.80 9.40,c063 0.80 20.20,c129 18.10 26.90,c066 0.00 20.20,c154 0.00 30.30,c020 0.00 6.50,c023 0.00 9.50,c156 18.90 29.50,c128 17.50 30.30,30.42,,,,,
FKZTG,25TD,Hallway,6,6,Yes,A person takes a sandwich and a book from a table in the hallway. The person leaves.,bag,book,sandwich,table,"The person walks to the table and takes off a sandwich, then turns around and takes a book off the table as well.",c026 23.80 31.00,c067 12.50 22.70,c020 14.90 22.70,c150 24.20 30.00,30.42,,,,,,,,,,,,,,,,,,
HOI88,XXN8,Recreation room / Man cave,6,7,Yes,A person is snuggling with a book while another person is grasping a desk.,book,couch,pillow,sofa,table,"One person is sitting on the couch, holding a book, and rocking like they are sick or cold.  Another person comes and sits down next to the other person and lays her head down on the coffee table/desk.;person sits on the sofa and another person sits next to them and leans on a table",c009 4.20 23.30,c026 10.70 17.40,c151 21.20 29.10,c123 11.70 21.60,c010 21.20 34.60,c011 2.60 31.90,c078 0.00 35.00,c154 27.90 34.40,34.12,,,,,,,,,,,,,
SBMQX,5LWB,Entryway (A hall that is generally located at the entrance of a house),6,7,Yes,A person is drinking a glass of juice while standing in the hall near the entrance to their house. A stranger is watching this scene through the side window.,cup,dish,glass,window,"A person is drinking from a glass while standing. A second person is standing outside of the window, staring in.",c106 0.00 31.00,c107 0.00 31.00,c118 0.00 8.40,30.29,,,,,,,,,,,,,,,,,,,
CYLQ0,ZAWX,Pantry,6,7,Yes,A person opens the door to a cabinet in their pantry. They grab a can of food and close the cabinet.,cabinet,doorway,food,spices,"A person is walking into the kitchen, they then take some food from the cabinet and close the cabinet.;A person walks into the kitchen and opens the cabinet. They remove some spices.",c061 7.90 15.30,c063 15.10 23.10,c112 12.10 21.10,c113 2.10 10.40,c097 10.20 29.00,30.5,,,,,,,,,,,,,,,,,
AEZDA,UO0Z,Hallway,7,6,Yes,A person is eating from a bag of groceries in a hallway then starts playing with a vacuum.,bag,desk,food,table,vacuum,a person eats out of a bag then sets it on the desk and turns on a vacuum,A person is eating some food from a bag.  Then they start using a vacuum to clean up.,c020 0.00 12.90,c137 9.90 18.10,c156 0.00 9.50,c061 0.00 12.70,c024 7.30 13.00,c137 10.30 36.00,c009 7.30 13.00,c022 5.50 13.60,35,,,,,,,,,,,,
2BUDH,KQI6,Living room,6,6,Yes,One person was grasping for some food. And then they started drinking in the light.,chair,cup,dish,glass,table,water,"A person walks in the room carrying some dishes. They place the dishes on a table and sit down in the chair.  Then they pick up a glass, pour water in it and take a drink.;A person is walking into the living room with something in her hand. They sit down and take a drink of water from a glass",c108 20.70 25.50,c151 11.70 17.50,c119 8.00 14.10,c059 13.70 31.00,c118 4.00 12.00,c107 20.10 31.00,c110 4.40 18.10,c011 13.20 31.00,c106 21.50 31.00,c119 3.80 16.60,c009 10.80 16.70,29.83,,,,,,,,,
2ZFG4,KFGP,Other,6,6,Yes,A person in the hallway is washing a window near a chair. They are smiling.,door,rag,towel,window,A person is walking to a door and washing the window in the door with a towel.,A person is standing up and cleaning small window on a door.,c091 1.40 25.00,23.67,,,,,,,,,,,,,,,,,,,,
W2TL1,LTAC,Home Office / Study (A room in a house used for work),7,7,Yes,A person is sitting at a desk and throwing food at a television.,desk,food,television,A person sitting on a table throws things at a television.,c064 0.00 32.00,c061 0.00 32.00,30.92,,,,,,,,,,,,,,,,,,,,,
G7LU9,KFGP,Hallway,6,6,Yes,"Person is in room. Person smells cooking, Person opens doorknob. Person hears laughing. Person closes door, sad.",door,"A person is in a hall way.  That same person goes and opens the door, looks out and then closes it.",c141 13.50 23.70,c006 10.00 17.20,c008 5.00 13.60,c097 11.20 15.80,23.96,,,,,,,,,,,,,,,,,,,,,
WEYV3,4OHY,Home Office / Study (A room in a house used for work),5,7,Yes,A person is seen eating a sandwich at their desk. They begin holding their phone to make a call.,desk,food,laptop,phone,sandwich,snack,table,A person is sitting at a table playing on a laptop and eating a snack. Then he picks up a phone and talks on it.,{},A person is eating while playing on their laptop and talking on their phone.,c014 0.00 30.00,c016 14.50 24.00,c065 0.00 5.50,c156 0.00 3.90,c052 0.00 12.50,c011 0.00 30.00,c067 0.00 30.00,c061 0.00 30.00,c019 18.80 30.00,c015 14.10 30.00,29.25,,,,,,,
BIK4X,WG9D,Bedroom,2,1,No,A person is lying on the sofa eating food.  They pick up a cup of coffee.,chair,cup,food,sandwich,A person is sitting in a chair eating a sandwich they pick up a drink,A person is sitting on a chair and eating.,c110 2.40 7.00,c061 0.00 6.20,c156 0.00 6.30,c059 0.00 7.00,c065 0.00 6.10,5.75,,,,,,,,,,,,,,,,
